episode,score,total_reward,epsilon,loss,steps,steps_since_food
41.0,1.0,-0.3999999999999986,0.8867604854519608,0.0,6.0,4.0
42.0,0.0,-11.2,0.884100203995605,0.0,13.0,13.0
43.0,0.0,-10.3,0.8814479033836181,0.0,4.0,4.0
44.0,0.0,-10.6,0.8788035596734672,0.0,7.0,7.0
45.0,0.0,-10.8,0.8761671489944468,0.0,9.0,9.0
46.0,0.0,-10.6,0.8735386475474635,0.0,7.0,7.0
47.0,0.0,-10.5,0.8709180316048211,0.0,6.0,6.0
48.0,0.0,-10.6,0.8683052775100066,0.0,7.0,7.0
49.0,0.0,-11.4,0.8657003616774767,0.0,15.0,15.0
50.0,0.0,-11.6,0.8631032605924442,0.0,17.0,17.0
51.0,0.0,-10.4,0.860513950810667,0.0,5.0,5.0
52.0,0.0,-10.4,0.857932408958235,0.0,5.0,5.0
53.0,0.0,-11.2,0.8553586117313603,0.0,13.0,13.0
54.0,0.0,-10.6,0.8527925358961662,0.0,7.0,7.0
55.0,0.0,-10.4,0.8502341582884777,0.0,5.0,5.0
56.0,1.0,-1.099999999999996,0.8476834558136123,0.0,13.0,10.0
57.0,1.0,-0.5999999999999979,0.8451404054461714,0.0,8.0,6.0
58.0,1.0,-1.6999999999999957,0.8426049842298329,0.0,19.0,11.0
59.0,0.0,-10.4,0.8400771692771434,0.0,5.0,5.0
60.0,0.0,-10.5,0.837556937769312,0.0,6.0,6.0
61.0,0.0,-10.8,0.835044266956004,0.0,9.0,9.0
62.0,0.0,-10.8,0.8325391341551359,0.0,9.0,9.0
63.0,0.0,-10.6,0.8300415167526705,0.0,7.0,7.0
64.0,0.0,-11.9,0.8275513922024125,0.0,20.0,20.0
65.0,0.0,-10.5,0.8250687380258053,0.0,6.0,6.0
66.0,1.0,-1.4999999999999947,0.8225935318117279,0.0,17.0,16.0
67.0,1.0,-0.29999999999999893,0.8201257512162927,0.0,5.0,3.0
68.0,1.0,-0.9999999999999982,0.8176653739626438,0.0,12.0,6.0
69.0,0.0,-11.2,0.8152123778407558,0.0,13.0,13.0
70.0,0.0,-11.3,0.8127667407072335,0.0,14.0,14.0
71.0,0.0,-10.9,0.8103284404851119,0.0,10.0,10.0
72.0,0.0,-10.2,0.8078974551636565,0.0,3.0,3.0
73.0,1.0,-1.1999999999999975,0.8054737627981655,0.0,14.0,8.0
74.0,0.0,-10.9,0.803057341509771,0.0,10.0,10.0
75.0,1.0,-1.7999999999999954,0.8006481694852418,0.0,20.0,12.0
76.0,1.0,-0.29999999999999893,0.798246224976786,0.0,5.0,2.0
77.0,0.0,-11.2,0.7958514863018556,0.0,13.0,13.0
78.0,0.0,-11.0,0.79346393184295,0.0,11.0,11.0
79.0,0.0,-10.3,0.7910835400474212,0.0,4.0,4.0
80.0,0.0,-10.4,0.7887102894272789,0.0,5.0,5.0
81.0,0.0,-10.6,0.7863441585589971,0.0,7.0,7.0
82.0,0.0,-10.6,0.78398512608332,0.0,7.0,7.0
83.0,0.0,-10.6,0.7816331707050701,0.0,7.0,7.0
84.0,0.0,-10.9,0.7792882711929549,0.0,10.0,10.0
85.0,0.0,-10.8,0.776950406379376,0.0,9.0,9.0
86.0,0.0,-10.4,0.7746195551602378,0.0,5.0,5.0
87.0,1.0,-0.8999999999999968,0.7722956964947572,0.0,11.0,9.0
88.0,2.0,9.600000000000001,0.7699788094052729,0.0,7.0,1.0
89.0,0.0,-10.6,0.767668872977057,0.0,7.0,7.0
90.0,0.0,-11.3,0.7653658663581259,0.0,14.0,14.0
91.0,1.0,-0.1999999999999993,0.7630697687590515,0.0,4.0,3.0
92.0,0.0,-11.0,0.7607805594527743,0.0,11.0,11.0
93.0,0.0,-10.9,0.7584982177744161,0.0,10.0,10.0
94.0,0.0,-10.6,0.7562227231210928,0.0,7.0,7.0
95.0,1.0,-1.699999999999994,0.7539540549517295,0.0,19.0,16.0
96.0,0.0,-10.9,0.7516921927868743,0.0,10.0,10.0
97.0,0.0,-11.0,0.7494371162085136,0.0,11.0,11.0
98.0,0.0,-10.5,0.747188804859888,0.0,6.0,6.0
99.0,1.0,-1.0999999999999979,0.7449472384453084,0.0,13.0,6.0
100.0,0.0,-11.2,0.7427123967299725,0.0,13.0,13.0
101.0,0.0,-11.0,0.7404842595397826,0.0,11.0,11.0
102.0,0.0,-10.4,0.7382628067611632,0.0,5.0,5.0
103.0,1.0,-0.9999999999999982,0.7360480183408797,1.123612117767334,12.0,7.0
104.0,0.0,-10.5,0.7338398742858571,1.2367488543192546,6.0,6.0
105.0,0.0,-10.6,0.7316383546629995,1.2304404292787825,7.0,7.0
106.0,0.0,-11.6,0.7294434395990105,1.1385100694263683,17.0,17.0
107.0,0.0,-11.9,0.7272551092802134,0.9356428116559983,20.0,20.0
108.0,0.0,-10.2,0.7250733439523728,0.6540495951970419,3.0,3.0
109.0,0.0,-10.8,0.7228981239205157,0.6850356823868222,9.0,9.0
110.0,0.0,-10.4,0.7207294295487541,0.6030084252357483,5.0,5.0
111.0,1.0,-1.4999999999999982,0.7185672412601078,0.5092705961535958,17.0,6.0
112.0,0.0,-11.1,0.7164115395363275,0.4146702016393344,12.0,12.0
113.0,1.0,-0.40000000000000036,0.7142623049177186,0.3670898328224818,6.0,2.0
114.0,0.0,-11.0,0.7121195180029655,0.29641543464227155,11.0,11.0
115.0,0.0,-10.5,0.7099831594489566,0.3647465954224269,6.0,6.0
116.0,1.0,-1.1999999999999975,0.7078532099706097,0.22714108135551214,14.0,10.0
117.0,0.0,-10.3,0.7057296503406979,0.25314078480005264,4.0,4.0
118.0,0.0,-10.3,0.7036124613896758,0.2136215642094612,4.0,4.0
119.0,1.0,-2.5999999999999908,0.7015016240055068,0.2624863699477698,28.0,27.0
120.0,0.0,-10.8,0.6993971191334902,0.23967098605094683,9.0,9.0
121.0,0.0,-11.2,0.6972989277760897,0.22976842164420164,13.0,13.0
122.0,2.0,8.599999999999994,0.6952070309927615,0.31823677876416373,17.0,8.0
123.0,1.0,-0.8999999999999986,0.6931214098997832,0.3133873519572345,11.0,6.0
124.0,3.0,19.09999999999999,0.6910420456700839,0.3150285654343091,13.0,1.0
125.0,0.0,-10.8,0.6889689195330736,0.24449044631587136,9.0,9.0
126.0,1.0,-0.09999999999999964,0.6869020127744744,0.3127866288026174,3.0,1.0
127.0,0.0,-10.7,0.684841306736151,0.202693818253465,8.0,8.0
128.0,0.0,-10.4,0.6827867828159425,0.3061320632696152,5.0,5.0
129.0,0.0,-10.6,0.6807384224674947,0.33043220745665686,7.0,7.0
130.0,0.0,-10.4,0.6786962072000923,0.34369365870952606,5.0,5.0
131.0,1.0,-2.2,0.676660118578492,0.2980468273162842,24.0,2.0
132.0,1.0,-1.099999999999996,0.6746301382227565,0.23369548641718352,13.0,10.0
133.0,1.0,-1.2999999999999972,0.6726062478080883,0.2323601429661115,15.0,7.0
134.0,0.0,-12.0,0.6705884290646641,0.2662421397510029,21.0,21.0
135.0,0.0,-11.2,0.66857666377747,0.25737587133279216,13.0,13.0
136.0,1.0,-0.7999999999999972,0.6665709337861376,0.2753026749938726,10.0,7.0
137.0,0.0,-10.5,0.6645712209847792,0.3006303533911705,6.0,6.0
138.0,1.0,-0.5,0.6625775073218249,0.37136293734822956,7.0,1.0
139.0,2.0,9.2,0.6605897747998594,0.29737143286249856,11.0,3.0
140.0,1.0,-0.7999999999999972,0.6586080054754598,0.3333748534321785,10.0,9.0
141.0,1.0,-0.3999999999999986,0.6566321814590335,0.28201544284820557,6.0,5.0
142.0,1.0,-1.7999999999999954,0.6546622849146564,0.3282635137438774,20.0,14.0
143.0,0.0,-10.7,0.6526982980599124,0.40859116055071354,8.0,8.0
144.0,0.0,-10.3,0.6507402031657327,0.38646215200424194,4.0,4.0
145.0,1.0,-0.40000000000000036,0.6487879825562355,0.34534887969493866,6.0,2.0
146.0,0.0,-10.4,0.6468416186085668,0.3456855446100235,5.0,5.0
147.0,0.0,-11.700000000000001,0.6449010937527411,0.30138038885262275,18.0,18.0
148.0,0.0,-11.3,0.6429663904714829,0.2760545292070934,14.0,14.0
149.0,0.0,-11.5,0.6410374913000684,0.3510383768007159,16.0,16.0
150.0,1.0,-0.6999999999999975,0.6391143788261682,0.4283653464582231,9.0,6.0
151.0,1.0,-2.3999999999999932,0.6371970356896897,0.3192656971514225,26.0,22.0
152.0,1.0,-0.3999999999999986,0.6352854445826206,0.37452783187230426,6.0,4.0
153.0,0.0,-10.4,0.6333795882488727,0.281435963511467,5.0,5.0
154.0,1.0,-1.399999999999995,0.6314794494841262,0.2836394542828202,16.0,15.0
155.0,1.0,-0.4999999999999982,0.6295850111356738,0.2427513599395752,7.0,6.0
156.0,1.0,-0.5999999999999996,0.6276962561022668,0.4442048892378807,8.0,1.0
157.0,4.0,25.399999999999984,0.62581316733396,0.32311346601037416,51.0,1.0
158.0,0.0,-11.1,0.623935727831958,0.3180348438521226,12.0,12.0
159.0,2.0,9.300000000000004,0.6220639206484622,0.32813865393400193,10.0,1.0
160.0,0.0,-11.0,0.6201977288865168,0.40406998890367424,11.0,11.0
161.0,2.0,8.100000000000001,0.6183371356998573,0.329246924682097,22.0,3.0
162.0,0.0,-10.4,0.6164821242927577,0.3444396913051605,5.0,5.0
163.0,1.0,-1.8999999999999932,0.6146326779198794,0.3673205790775163,21.0,18.0
164.0,0.0,-10.8,0.6127887798861198,0.3940630190902286,9.0,9.0
165.0,1.0,-3.299999999999992,0.6109504135464614,0.31511795818805693,35.0,24.0
166.0,0.0,-10.6,0.609117562305822,0.3435636396918978,7.0,7.0
167.0,4.0,27.899999999999977,0.6072902096189046,0.37937049109202164,26.0,9.0
168.0,2.0,6.900000000000006,0.6054683389900478,0.3516028042444411,34.0,4.0
169.0,1.0,-0.7999999999999989,0.6036519339730777,0.3504576787352562,10.0,2.0
170.0,0.0,-10.6,0.6018409781711584,0.4275998260293688,7.0,7.0
171.0,3.0,17.899999999999995,0.6000354552366449,0.37884680300951,25.0,7.0
172.0,0.0,-11.0,0.598235348870935,0.29601097648794,11.0,11.0
173.0,2.0,9.7,0.5964406428243222,0.3537018646796544,6.0,2.0
174.0,0.0,-10.6,0.5946513208958493,0.43220263932432446,7.0,7.0
175.0,0.0,-11.9,0.5928673669331617,0.28796845190227033,20.0,20.0
176.0,1.0,-2.099999999999998,0.5910887648323622,0.33676546617694525,23.0,9.0
177.0,2.0,8.899999999999999,0.5893154985378651,0.3965257555246353,14.0,3.0
178.0,1.0,-0.4999999999999982,0.5875475520422515,0.41336530447006226,7.0,4.0
179.0,1.0,-1.299999999999999,0.5857849093861247,0.3726403425137202,15.0,6.0
180.0,1.0,-1.1999999999999993,0.5840275546579663,0.33018864904131207,14.0,3.0
181.0,1.0,-1.1999999999999993,0.5822754719939924,0.36266981065273285,14.0,2.0
182.0,2.0,7.699999999999985,0.5805286455780104,0.4375933471780557,26.0,13.0
183.0,1.0,-0.40000000000000036,0.5787870596412764,0.3394799331823985,6.0,2.0
184.0,0.0,-11.0,0.5770506984623526,0.43730471350929956,11.0,11.0
185.0,1.0,-1.299999999999999,0.5753195463669655,0.35082540810108187,15.0,5.0
186.0,1.0,-1.1999999999999975,0.5735935877278646,0.4152031945330756,14.0,9.0
187.0,1.0,-1.7999999999999972,0.571872806964681,0.46210623905062675,20.0,7.0
188.0,0.0,-10.9,0.5701571885437869,0.45323789715766905,10.0,10.0
189.0,0.0,-10.8,0.5684467169781556,0.4056740237606896,9.0,9.0
190.0,0.0,-10.4,0.5667413768272211,0.42401162981987,5.0,5.0
191.0,1.0,-0.4999999999999982,0.5650411526967395,0.4043209616627012,7.0,4.0
192.0,1.0,-2.0999999999999996,0.5633460292386493,0.41549623077330383,23.0,2.0
193.0,1.0,-0.5,0.5616559911509333,0.3915878108569554,7.0,2.0
194.0,0.0,-10.5,0.5599710231774805,0.47262681027253467,6.0,6.0
195.0,0.0,-11.5,0.5582911101079481,0.4234634218737483,16.0,16.0
196.0,1.0,-0.4999999999999982,0.5566162367776242,0.5163800248077938,7.0,5.0
197.0,2.0,8.5,0.5549463880672914,0.42360006852282417,18.0,1.0
198.0,0.0,-10.4,0.5532815489030894,0.3613968700170517,5.0,5.0
199.0,0.0,-10.3,0.5516217042563801,0.4288705810904503,4.0,4.0
200.0,1.0,-0.40000000000000036,0.549966839143611,0.45532991737127304,6.0,1.0
201.0,5.0,36.19999999999997,0.5483169386261801,0.4221229309385473,44.0,6.0
202.0,0.0,-10.9,0.5466719878103016,0.4725873500108719,10.0,10.0
203.0,1.0,-0.5,0.5450319718468707,0.47772770268576487,7.0,2.0
204.0,1.0,-3.1999999999999993,0.5433968759313301,0.49720945779015036,34.0,7.0
205.0,1.0,-0.5999999999999996,0.5417666853035361,0.4841728191822767,8.0,1.0
206.0,3.0,18.69999999999999,0.5401413852476254,0.45884939502267275,17.0,2.0
207.0,2.0,9.200000000000003,0.5385209610918825,0.3974000134251334,11.0,1.0
208.0,1.0,-0.7999999999999989,0.5369053982086068,0.3805137276649475,10.0,5.0
209.0,1.0,-1.4999999999999964,0.535294682013981,0.4307904769392574,17.0,10.0
210.0,1.0,-0.6999999999999993,0.5336887979679391,0.4368220965067546,9.0,3.0
211.0,3.0,18.099999999999987,0.5320877315740353,0.4319992078387219,23.0,10.0
212.0,0.0,-10.5,0.5304914683793133,0.4760742982228597,6.0,6.0
213.0,2.0,8.299999999999997,0.5288999939741753,0.3728791445493698,20.0,6.0
214.0,0.0,-11.3,0.5273132939922528,0.5695458948612213,14.0,14.0
215.0,2.0,9.100000000000001,0.525731354110276,0.4473810667792956,12.0,1.0
216.0,1.0,-0.5,0.5241541600479452,0.48541208250182016,7.0,3.0
217.0,2.0,8.2,0.5225816975678014,0.5111773865563529,21.0,3.0
218.0,5.0,37.49999999999997,0.521013952475098,0.5144459689336438,31.0,10.0
219.0,1.0,-0.8000000000000007,0.5194509106176727,0.5724723547697067,10.0,1.0
220.0,0.0,-11.0,0.5178925578858197,0.6107743599198081,11.0,11.0
221.0,2.0,8.500000000000004,0.5163388802121622,0.5092149161630206,18.0,2.0
222.0,2.0,7.9999999999999964,0.5147898635715258,0.5570341154285099,23.0,7.0
223.0,2.0,8.800000000000004,0.5132454939808112,0.6156586567560832,15.0,2.0
224.0,1.0,-1.1999999999999993,0.5117057574988688,0.5833958557673863,14.0,2.0
225.0,0.0,-11.0,0.5101706402263723,0.48559378493915906,11.0,11.0
226.0,3.0,19.700000000000003,0.5086401283056932,0.4907908226762499,7.0,1.0
227.0,2.0,9.09999999999999,0.5071142079207761,0.5971780121326447,12.0,8.0
228.0,2.0,8.800000000000004,0.5055928652970137,0.6124921162923177,15.0,2.0
229.0,0.0,-10.5,0.5040760867011227,0.5351300636927286,6.0,6.0
230.0,0.0,-11.0,0.5025638584410194,0.5279004817659204,11.0,11.0
231.0,3.0,19.4,0.5010561668656963,0.5442346930503845,10.0,2.0
232.0,1.0,-1.8999999999999968,0.49955299836509925,0.6354329217047918,21.0,12.0
233.0,2.0,7.300000000000004,0.49805433937000393,0.5979591687520345,30.0,1.0
234.0,1.0,-1.7999999999999954,0.4965601763518939,0.5814436510205269,20.0,13.0
235.0,3.0,18.499999999999993,0.49507049582283824,0.5708344484630384,19.0,1.0
236.0,0.0,-10.3,0.49358528433536975,0.5108911693096161,4.0,4.0
237.0,1.0,-0.5,0.49210452848236363,0.614479409796851,7.0,3.0
238.0,0.0,-10.7,0.49062821489691655,0.5642656944692135,8.0,8.0
239.0,1.0,-0.40000000000000036,0.4891563302522258,0.6693134009838104,6.0,2.0
240.0,3.0,15.699999999999974,0.48768886126146915,0.6031062628360505,47.0,4.0
241.0,1.0,-0.1999999999999993,0.48622579467768473,0.6600252836942673,4.0,3.0
242.0,2.0,8.300000000000004,0.4847671172936517,0.5942611634731293,20.0,1.0
243.0,0.0,-10.5,0.4833128159417707,0.620327557126681,6.0,6.0
244.0,1.0,-0.40000000000000036,0.4818628774939454,0.6435136646032333,6.0,1.0
245.0,1.0,-1.2999999999999972,0.48041728886146357,0.550685832897822,15.0,7.0
246.0,1.0,-0.1999999999999993,0.4789760369948792,0.4649745002388954,4.0,1.0
247.0,0.0,-10.4,0.47753910888389456,0.4948763012886047,5.0,5.0
248.0,2.0,8.599999999999998,0.4761064915572429,0.6354149983209723,17.0,4.0
249.0,0.0,-10.4,0.4746781720825711,0.5918902337551117,5.0,5.0
250.0,1.0,-0.6999999999999975,0.4732541375663234,0.6139317386680179,9.0,6.0
251.0,2.0,9.2,0.4718343751536244,0.7122271494431929,11.0,3.0
252.0,1.0,-0.29999999999999893,0.47041887202816357,0.7442959189414978,5.0,2.0
253.0,3.0,17.8,0.4690076154120791,0.6522469222545624,26.0,4.0
254.0,3.0,19.199999999999996,0.46760059256584285,0.5968198279539744,12.0,3.0
255.0,2.0,4.700000000000017,0.4661977907881453,0.607708351952689,56.0,11.0
256.0,3.0,18.89999999999999,0.4647991974157809,0.5884201904137929,15.0,1.0
257.0,2.0,8.5,0.46340479982353355,0.5577303055259917,18.0,1.0
258.0,4.0,28.19999999999999,0.46201458542406293,0.5861537663832955,23.0,2.0
259.0,4.0,27.899999999999977,0.4606285416677907,0.5810133734574685,26.0,4.0
260.0,3.0,17.69999999999998,0.45924665604278736,0.5828199121687148,27.0,4.0
261.0,2.0,9.5,0.457868916074659,0.60966607183218,8.0,1.0
262.0,2.0,7.299999999999976,0.45649530932643506,0.5939937631289164,30.0,19.0
263.0,1.0,-0.5,0.45512582339845575,0.6196426962103162,7.0,1.0
264.0,3.0,18.79999999999999,0.45376044592826037,0.5681814439594746,16.0,1.0
265.0,2.0,9.5,0.4523991645904756,0.6237972863018513,8.0,3.0
266.0,4.0,28.29999999999999,0.45104196709670413,0.6324435526674445,22.0,2.0
267.0,3.0,17.799999999999997,0.449688841195414,0.6280238857636085,26.0,1.0
268.0,2.0,9.199999999999996,0.4483397746718278,0.6708992990580472,11.0,5.0
269.0,4.0,27.09999999999998,0.4469947553478123,0.6451261990210589,34.0,2.0
270.0,2.0,7.999999999999986,0.44565377108176885,0.640528608923373,23.0,14.0
271.0,1.0,-0.1999999999999993,0.44431680976852356,0.7189813554286957,4.0,1.0
272.0,0.0,-10.5,0.44298385933921797,0.6386689245700836,6.0,6.0
273.0,1.0,-0.1999999999999993,0.4416549077612003,0.5516264736652374,4.0,1.0
274.0,2.0,8.700000000000003,0.4403299430379167,0.6430961601436138,16.0,1.0
275.0,4.0,27.599999999999994,0.43900895320880295,0.5469054918864678,29.0,7.0
276.0,1.0,-0.7999999999999972,0.43769192634917653,0.5559342741966248,10.0,7.0
277.0,0.0,-10.8,0.436378850570129,0.6508156922128465,9.0,9.0
278.0,2.0,9.699999999999996,0.4350697140184186,0.6160928805669149,6.0,3.0
279.0,2.0,8.8,0.43376450487636337,0.6056663036346436,15.0,1.0
280.0,4.0,28.19999999999998,0.43246321136173427,0.6499542114527329,23.0,12.0
281.0,2.0,8.299999999999997,0.43116582172764906,0.6527623757719994,20.0,3.0
282.0,1.0,-0.29999999999999893,0.42987232426246613,0.6491647005081177,5.0,2.0
283.0,0.0,-10.3,0.42858270728967873,0.5719957649707794,4.0,4.0
284.0,1.0,-0.5,0.4272969591678097,0.6524732453482491,7.0,3.0
285.0,1.0,-0.5999999999999996,0.4260150682903063,0.598970640450716,8.0,1.0
286.0,2.0,9.5,0.4247370230854354,0.7310110330581665,8.0,2.0
287.0,1.0,-0.1999999999999993,0.4234628120161791,0.9118468165397644,4.0,1.0
288.0,1.0,-0.29999999999999893,0.42219242358013054,0.812704336643219,5.0,4.0
289.0,0.0,-11.2,0.4209258463093902,0.8009712145878718,13.0,13.0
290.0,0.0,-10.5,0.419663068770462,0.8073001106580099,6.0,6.0
291.0,3.0,17.69999999999999,0.4184040795641506,0.6988580646338286,27.0,3.0
292.0,2.0,9.299999999999997,0.41714886732545814,0.7220676720142365,10.0,3.0
293.0,0.0,-11.0,0.41589742072348174,0.7086557068608024,11.0,11.0
294.0,1.0,-0.09999999999999964,0.4146497284613113,0.7059080998102824,3.0,1.0
295.0,0.0,-11.0,0.41340577927592737,0.6945910291238264,11.0,11.0
296.0,0.0,-10.4,0.41216556193809956,0.6314361989498138,5.0,5.0
297.0,1.0,-0.40000000000000036,0.41092906525228523,0.556799312432607,6.0,1.0
298.0,3.0,18.89999999999999,0.40969627805652836,0.6694026350975036,15.0,1.0
299.0,0.0,-10.8,0.40846718922235875,0.6455303629239401,9.0,9.0
300.0,4.0,27.399999999999977,0.40724178765469166,0.6792013385603505,31.0,15.0
301.0,1.0,-0.9999999999999982,0.4060200622917276,0.678979774316152,12.0,4.0
302.0,1.0,-2.199999999999994,0.4048020021048524,0.6505707999070486,24.0,17.0
303.0,2.0,9.700000000000003,0.40358759609853784,0.5844628512859344,6.0,1.0
304.0,1.0,-0.8999999999999986,0.4023768333102422,0.6954579082402316,11.0,6.0
305.0,1.0,-0.7999999999999972,0.4011697028103115,0.6735212087631226,10.0,7.0
306.0,4.0,28.19999999999998,0.3999661937018806,0.7057126475417096,23.0,7.0
307.0,1.0,-0.5,0.39876629512077494,0.6302491341318402,7.0,2.0
308.0,0.0,-10.3,0.3975699962354126,0.8140711039304733,4.0,4.0
309.0,0.0,-10.7,0.3963772862467064,0.660092294216156,8.0,8.0
310.0,0.0,-10.8,0.39518815438796623,0.6791400114695231,9.0,9.0
311.0,3.0,17.19999999999999,0.3940025899248023,0.6613261448219419,32.0,7.0
312.0,5.0,38.899999999999984,0.3928205821550279,0.682415131260367,17.0,3.0
313.0,2.0,8.100000000000001,0.39164212040856283,0.7307741045951843,22.0,3.0
314.0,1.0,-0.7999999999999989,0.39046719404733715,0.6114958196878433,10.0,2.0
315.0,0.0,-10.6,0.38929579246519513,0.6260048534188952,7.0,7.0
316.0,2.0,9.100000000000001,0.38812790508779954,0.641676053404808,12.0,1.0
317.0,5.0,38.09999999999998,0.38696352137253615,0.6220077109336853,25.0,2.0
318.0,3.0,18.999999999999993,0.38580263080841853,0.6728936071906771,14.0,5.0
319.0,3.0,18.299999999999994,0.3846452229159933,0.6964487334092458,21.0,2.0
320.0,5.0,36.699999999999974,0.3834912872472453,0.677210285113408,39.0,1.0
321.0,1.0,-0.6999999999999975,0.3823408133855036,0.6502309872044457,9.0,8.0
322.0,0.0,-10.3,0.38119379094534706,0.7298212647438049,4.0,4.0
323.0,3.0,16.499999999999986,0.380050209572511,0.9812386998763452,39.0,7.0
324.0,0.0,-10.4,0.3789100589437935,0.8430643916130066,5.0,5.0
325.0,1.0,-0.40000000000000036,0.3777733287669621,1.049488325913747,6.0,1.0
326.0,2.0,9.5,0.37664000878066123,1.029225930571556,8.0,3.0
327.0,5.0,37.39999999999998,0.37551008875431924,1.0124794226139784,32.0,1.0
328.0,4.0,27.099999999999973,0.37438355848805627,0.9800822577055763,34.0,1.0
329.0,0.0,-11.4,0.3732604078125921,1.0353609442710876,15.0,15.0
330.0,3.0,17.499999999999982,0.37214062658915437,0.9854358681317034,29.0,13.0
331.0,3.0,19.699999999999996,0.3710242047093869,0.9265150768416268,7.0,2.0
332.0,1.0,-1.099999999999996,0.3699111320952587,0.8995307500545795,13.0,10.0
333.0,0.0,-10.4,0.36880139869897294,0.9427118897438049,5.0,5.0
334.0,2.0,9.699999999999996,0.367694994502876,0.9857951800028483,6.0,3.0
335.0,1.0,-0.5,0.3665919095193674,1.0258413638387407,7.0,1.0
336.0,1.0,-1.8000000000000007,0.36549213379080925,0.9947806000709534,20.0,2.0
337.0,4.0,27.899999999999984,0.3643956573894368,1.006761012169031,26.0,5.0
338.0,2.0,8.699999999999996,0.3633024704172685,0.9551199413836002,16.0,7.0
339.0,0.0,-11.2,0.3622125630060167,1.007691685970013,13.0,13.0
340.0,2.0,8.900000000000006,0.3611259253169986,1.073663477386747,14.0,1.0
341.0,2.0,9.799999999999997,0.3600425475410476,1.0538547039031982,5.0,2.0
342.0,5.0,37.09999999999999,0.3589624198984244,0.9370433909552438,35.0,5.0
343.0,2.0,9.400000000000002,0.35788553263872913,1.0283769832717047,9.0,1.0
344.0,1.0,-0.5,0.35681187604081294,0.9303640467779977,7.0,1.0
345.0,1.0,-0.1999999999999993,0.3557414404126905,1.098415195941925,4.0,2.0
346.0,1.0,-1.1999999999999975,0.35467421609145244,0.9741955101490021,14.0,6.0
347.0,1.0,-1.8999999999999932,0.35361019344317807,1.0273945956003099,21.0,19.0
348.0,5.0,37.799999999999976,0.35254936286284855,0.9933643490076065,28.0,3.0
349.0,3.0,18.9,0.35149171477426,0.998015562693278,15.0,2.0
350.0,5.0,37.89999999999998,0.3504372396299372,0.9989542409225747,27.0,2.0
351.0,6.0,47.09999999999997,0.3493859279110474,1.0638909108108945,36.0,1.0
352.0,4.0,28.79999999999999,0.34833777012731426,0.9116818694507375,17.0,5.0
353.0,7.0,56.39999999999998,0.34729275681693234,1.0060882527719845,44.0,1.0
354.0,5.0,36.799999999999976,0.3462508785464815,0.8540609902457187,38.0,16.0
