episode,score,total_reward,epsilon,loss
163.0,0.0,-12.100000000000001,0.4439551321314536,0.6689731018109755
164.0,0.0,-11.2,0.4417353564707963,0.6577624701536618
165.0,2.0,9.099999999999994,0.43952667968844233,0.6619144901633263
166.0,2.0,8.899999999999999,0.43732904629000013,0.6521387462105069
167.0,2.0,9.0,0.4351424010585501,0.762819264943783
168.0,0.0,-10.6,0.43296668905325736,0.7461481860705784
169.0,1.0,-0.40000000000000036,0.43080185560799106,0.6207199096679688
170.0,4.0,29.199999999999996,0.4286478463299511,0.678540255014713
171.0,0.0,-11.2,0.42650460709830135,0.7370624312987695
172.0,0.0,-10.4,0.42437208406280985,0.7302308678627014
173.0,0.0,-10.6,0.4222502236424958,0.5180669384343284
174.0,0.0,-10.3,0.42013897252428334,0.8177281022071838
175.0,1.0,-2.5,0.4180382776616619,0.6417416742554417
176.0,4.0,27.399999999999984,0.4159480862733536,0.7500204895773241
177.0,1.0,-0.6999999999999993,0.41386834584198684,0.7237076428201463
178.0,1.0,-0.40000000000000036,0.4117990041127769,0.7854236861069998
179.0,6.0,44.29999999999997,0.40974000909221303,0.7744453325867653
180.0,4.0,27.89999999999999,0.40769130904675194,0.7251449410731976
181.0,1.0,-0.9999999999999982,0.40565285250151817,0.7846121340990067
182.0,1.0,-1.1999999999999993,0.4036245882390106,0.8077360349042075
183.0,2.0,8.700000000000003,0.4016064652978155,0.8365012668073177
184.0,4.0,27.79999999999999,0.3995984329713264,0.7660208741823832
185.0,1.0,-0.29999999999999893,0.3976004408064698,0.84896879196167
186.0,4.0,28.59999999999998,0.39561243860243744,0.8313044090020029
187.0,1.0,-0.7999999999999989,0.3936343764094253,0.8310759544372559
188.0,1.0,-0.6999999999999993,0.39166620452737816,0.8192751142713759
189.0,1.0,-1.1999999999999993,0.3897078735047413,0.7159186133316585
190.0,0.0,-10.7,0.3877593341372176,0.6587419882416725
191.0,1.0,-0.9000000000000004,0.3858205374665315,0.6911228028210726
192.0,0.0,-10.4,0.38389143477919885,0.8160318493843078
193.0,1.0,-0.5999999999999996,0.3819719776053028,0.6672156602144241
194.0,3.0,18.399999999999988,0.3800621177172763,0.7312991783022881
195.0,1.0,-0.3000000000000007,0.37816180712868996,0.6091029286384583
196.0,3.0,18.299999999999994,0.37627099809304654,0.7629332599185762
197.0,3.0,19.5,0.3743896431025813,0.6780385242568122
198.0,1.0,-0.29999999999999893,0.37251769488706843,0.7260257840156555
199.0,3.0,18.699999999999996,0.3706551064126331,0.6827748768469867
200.0,1.0,-0.40000000000000036,0.36880183088056995,0.6638497610886892
201.0,3.0,18.299999999999997,0.3669578217261671,0.6944733049188342
202.0,2.0,8.600000000000001,0.36512303261753626,0.8330444588380701
203.0,1.0,-0.40000000000000036,0.3632974174544486,0.9664167960484823
204.0,0.0,-10.7,0.3614809303671764,0.8526568561792374
205.0,1.0,-0.5999999999999996,0.3596735257153405,0.8538956642150879
206.0,1.0,-0.7999999999999989,0.3578751580867638,0.7892245531082154
207.0,5.0,36.29999999999998,0.35608578229633,0.7427545785903931
208.0,2.0,9.400000000000002,0.3543053533848483,0.6671043038368225
209.0,1.0,-0.1999999999999993,0.35253382661792404,0.8833359926939011
210.0,1.0,-1.0,0.3507711574848344,0.7783218026161194
211.0,1.0,-0.8999999999999968,0.34901730169741024,0.76940011436289
212.0,4.0,29.199999999999996,0.3472722151889232,0.8123493767701663
213.0,4.0,28.799999999999983,0.3455358541129786,0.7220586713622598
214.0,2.0,9.3,0.3438081748424137,0.7327204883098603
215.0,2.0,8.599999999999994,0.3420891339682016,0.7171272425090566
216.0,3.0,19.29999999999999,0.3403786882983606,0.7390316182916815
217.0,4.0,27.99999999999998,0.3386767948568688,0.8904557037353515
218.0,5.0,37.89999999999998,0.33698341088258443,0.7991890520961197
219.0,0.0,-10.4,0.3352984938281715,0.8882926821708679
220.0,1.0,-0.5,0.33362200135903064,0.8024792160306659
221.0,3.0,17.999999999999993,0.33195389135223546,0.7408409888545672
222.0,2.0,7.699999999999989,0.3302941218954743,0.8001847519324377
223.0,0.0,-10.3,0.32864265128599696,0.6532403826713562
224.0,5.0,37.899999999999984,0.326999438029567,0.7940464913845062
225.0,1.0,-1.099999999999996,0.3253644408394192,0.6777624442027166
226.0,5.0,37.699999999999974,0.3237376186352221,0.8510741488686924
227.0,2.0,8.399999999999984,0.322118930542046,0.8103194864172685
228.0,1.0,-1.0999999999999996,0.32050833588933575,0.9854295666401203
229.0,3.0,18.79999999999999,0.31890579420988907,0.8265187442302704
230.0,4.0,27.49999999999997,0.3173112652388396,0.7974087536334992
231.0,2.0,9.5,0.3157247089126454,0.8294321894645691
232.0,3.0,18.299999999999997,0.3141460853680822,0.7707965629441398
233.0,1.0,-1.0999999999999979,0.3125753549412418,0.8094224700560937
234.0,2.0,9.899999999999999,0.31101247816653554,0.9102672189474106
235.0,2.0,9.299999999999997,0.30945741577570285,0.8635006904602051
236.0,2.0,9.5,0.3079101286968243,0.9719184190034866
237.0,2.0,8.100000000000001,0.3063705780533402,0.9138585383241827
238.0,1.0,-0.5999999999999979,0.30483872516307353,0.7919872477650642
239.0,1.0,-3.2999999999999883,0.3033145315372582,0.809896274123873
240.0,3.0,17.2,0.3017979588795719,0.8782794289290905
241.0,2.0,7.199999999999989,0.30028896908517405,0.9288944332830368
242.0,0.0,-10.3,0.2987875242397482,0.9151370823383331
243.0,2.0,9.000000000000004,0.29729358661854943,0.9449935509608343
244.0,0.0,-10.6,0.29580711868545667,0.8976236752101353
245.0,8.0,65.70000000000005,0.2943280830920294,0.9086016301925366
246.0,3.0,18.799999999999997,0.29285644267656924,0.8838959224522114
247.0,6.0,47.49999999999998,0.2913921604631864,0.9240663312375546
248.0,3.0,18.29999999999999,0.28993519966087045,0.9209319636935279
249.0,1.0,-0.5,0.2884855236625661,0.9600432174546378
250.0,4.0,26.699999999999996,0.28704309604425327,0.9970068319847709
251.0,8.0,66.60000000000002,0.285607880564032,0.9199545951776726
252.0,4.0,26.399999999999984,0.28417984116121187,0.86735458344948
253.0,4.0,28.29999999999999,0.2827589419554058,0.9198844649574973
254.0,5.0,36.499999999999964,0.28134514724562876,0.9464828081247283
255.0,8.0,66.9,0.2799384215094006,0.9151341468095779
256.0,6.0,47.999999999999986,0.27853872940185365,0.9393603735499911
257.0,3.0,18.199999999999996,0.27714603575484437,0.9469559544866736
258.0,4.0,27.49999999999998,0.2757603055760701,0.9762989660104116
259.0,2.0,9.300000000000004,0.2743815040481898,0.990650188922882
260.0,5.0,37.89999999999998,0.2730095965279488,0.9993753720212866
261.0,1.0,-0.1999999999999993,0.27164454854530906,0.9382214248180389
262.0,2.0,8.099999999999994,0.2702863258025825,1.0350724837996743
263.0,0.0,-10.2,0.2689348941735696,0.900230328241984
264.0,4.0,27.09999999999998,0.26759021970270175,0.977683985934538
265.0,2.0,9.0,0.2662522686041882,0.9708936443695655
266.0,4.0,29.29999999999999,0.2649210072611673,0.9380953907966614
267.0,5.0,38.29999999999998,0.26359640222486147,0.9583800746046979
268.0,8.0,65.99999999999996,0.26227842021373715,0.9277830123901367
269.0,1.0,-0.3999999999999986,0.2609670281126685,0.9536522527535757
270.0,0.0,-10.6,0.25966219297210513,0.976516706602914
271.0,2.0,9.099999999999994,0.2583638820072446,0.8402543937166532
272.0,5.0,37.49999999999998,0.2570720625972084,0.9362600445747375
273.0,8.0,66.6,0.25578670228422234,0.9120013810867487
274.0,2.0,9.2,0.25450776877280124,1.0721056894822554
275.0,2.0,8.59999999999999,0.2532352299289372,1.0837093416382284
276.0,4.0,28.599999999999994,0.2519690537792925,0.9578497911754408
277.0,3.0,17.299999999999983,0.2507092085103961,1.0159729949889644
278.0,0.0,-10.6,0.2494556624678441,0.994963424546378
279.0,0.0,-10.8,0.24820838415550486,0.7735828823513455
280.0,3.0,18.89999999999999,0.24696734223472733,1.0414352377255758
281.0,4.0,28.89999999999999,0.2457325055235537,0.9904296100139618
282.0,0.0,-10.4,0.24450384299593592,0.8959077596664429
283.0,4.0,28.09999999999998,0.24328132378095624,1.0167573690414429
284.0,3.0,18.19999999999999,0.24206491716205145,0.9455348280343142
285.0,1.0,-0.40000000000000036,0.2408545925762412,0.8322021265824636
286.0,7.0,57.29999999999998,0.23965031961336,0.9893210172653198
287.0,9.0,76.50000000000001,0.2384520680152932,1.0022150940365262
288.0,3.0,18.299999999999986,0.23725980767521673,0.9699058532714844
289.0,5.0,37.499999999999986,0.23607350863684065,0.9842858026104588
290.0,3.0,17.19999999999998,0.23489314109365644,0.9763684999197721
291.0,5.0,38.499999999999986,0.23371867538818816,0.906568203653608
292.0,10.0,86.60000000000002,0.23255008201124722,1.0314910464816622
293.0,2.0,7.899999999999984,0.231387331601191,1.1547824069857597
294.0,3.0,18.39999999999998,0.23023039494318503,1.0601120173931122
295.0,1.0,-0.5,0.2290792429684691,0.9781850406101772
296.0,2.0,8.500000000000004,0.22793384675362674,1.0554055704010858
297.0,7.0,56.79999999999998,0.22679417751985861,1.115057747066021
298.0,7.0,55.8,0.22566020663225933,1.064361469745636
299.0,9.0,77.6,0.22453190559909803,1.0219512406517477
300.0,7.0,57.09999999999998,0.22340924607110255,1.0610670624552547
301.0,2.0,9.399999999999999,0.22229219984074702,1.101897074116601
302.0,8.0,65.50000000000003,0.2211807388415433,1.0621473524305556
303.0,2.0,8.199999999999985,0.22007483514733558,1.0223390772229148
304.0,3.0,18.9,0.2189744609715989,0.9923589030901591
305.0,8.0,65.5,0.2178795886667409,1.09618118846858
306.0,7.0,57.49999999999997,0.2167901907234072,1.103357782869628
307.0,7.0,57.29999999999998,0.21570623976979014,1.0603773236274718
308.0,3.0,19.099999999999994,0.21462770857094118,1.0800038530276372
309.0,2.0,9.200000000000003,0.21355457002808648,1.2763805010102012
310.0,5.0,38.09999999999998,0.21248679717794605,1.1017712020874024
311.0,2.0,9.5,0.21142436319205632,1.0976279005408287
312.0,1.0,-0.7999999999999989,0.21036724137609603,1.0464082300662993
313.0,5.0,38.19999999999998,0.20931540516921554,1.1065680061777432
314.0,0.0,-10.3,0.20826882814336947,1.1315789818763733
315.0,4.0,28.499999999999986,0.20722748400265262,1.039231762290001
316.0,7.0,57.39999999999998,0.20619134658263935,1.0082678672145395
317.0,3.0,19.199999999999996,0.20516038984972615,0.9123658140500387
318.0,1.0,-0.40000000000000036,0.2041345879004775,1.2001365721225739
319.0,0.0,-10.5,0.2031139149609751,0.9073616663614908
320.0,0.0,-10.4,0.20209834538617025,1.1156825304031373
321.0,9.0,74.90000000000003,0.2010878536592394,0.9952691197395325
322.0,6.0,46.39999999999998,0.2000824143909432,1.0558039490566697
323.0,5.0,37.99999999999998,0.19908200231898848,1.0537960483477666
324.0,6.0,47.29999999999998,0.19808659230739353,0.991302349988152
325.0,3.0,17.39999999999998,0.19709615934585656,1.2949488560358684
326.0,6.0,46.89999999999997,0.19611067854912728,1.1933532780722569
327.0,2.0,9.400000000000002,0.19513012515638165,1.2547612190246582
328.0,2.0,9.599999999999998,0.19415447453059972,1.211134672164917
329.0,5.0,37.199999999999974,0.19318370215794672,1.1532433050520279
330.0,9.0,76.80000000000004,0.192217783647157,1.133957884141377
331.0,1.0,-0.40000000000000036,0.1912566947289212,1.097668468952179
332.0,0.0,-10.4,0.1903004112552766,1.0723461151123046
333.0,6.0,46.39999999999996,0.18934890919900021,1.127694046774576
334.0,7.0,56.69999999999999,0.18840216465300522,1.1740731873163364
335.0,4.0,27.09999999999998,0.18746015382974018,1.1459525911247028
336.0,3.0,18.39999999999999,0.1865228530605915,1.101746255159378
337.0,7.0,57.59999999999998,0.18559023879528855,1.0993323754519224
338.0,1.0,-0.29999999999999893,0.1846622876013121,0.9647292137145996
339.0,4.0,29.199999999999996,0.18373897616330553,1.1074872612953186
340.0,1.0,-0.40000000000000036,0.182820281282489,1.1669679880142212
341.0,6.0,46.59999999999996,0.18190617987607657,1.117467117018816
342.0,5.0,37.69999999999998,0.18099664897669618,1.0382727076267373
343.0,5.0,38.09999999999999,0.1800916657318127,0.9621287012100219
344.0,3.0,17.999999999999986,0.17919120740315364,1.0616863618294399
345.0,4.0,28.19999999999999,0.17829525136613786,1.0573345707810444
346.0,5.0,38.399999999999984,0.17740377510930716,0.9224023548039523
347.0,3.0,19.4,0.17651675623376062,1.0595277428627015
348.0,5.0,36.699999999999974,0.1756341724525918,1.0592636435459821
349.0,6.0,46.099999999999966,0.17475600159032884,1.0740751183551291
350.0,2.0,9.5,0.17388222158237718,1.084686040878296
351.0,3.0,18.399999999999984,0.1730128104744653,1.1274961054325103
352.0,3.0,17.999999999999986,0.17214774642209296,1.174983945985635
353.0,11.0,94.10000000000016,0.1712870076899825,1.0624879489482288
354.0,2.0,9.0,0.17043057265153258,0.9875332621427683
355.0,3.0,18.39999999999999,0.16957841978827493,1.0839962095022202
356.0,11.0,95.80000000000013,0.16873052768933355,1.132532415566621
357.0,9.0,76.70000000000002,0.1678868750508869,1.0853202772694965
358.0,4.0,27.59999999999998,0.16704744067563246,1.160857081413269
359.0,3.0,19.299999999999997,0.1662122034722543,1.1415614485740662
360.0,2.0,9.099999999999998,0.16538114245489302,1.2361024518807728
361.0,2.0,8.79999999999999,0.16455423674261854,1.2421738624572753
362.0,1.0,-0.8999999999999986,0.16373146555890544,1.136834285475991
363.0,2.0,8.7,0.16291280823111093,1.1269205585122108
364.0,10.0,86.2,0.16209824418995536,1.1487924906672264
365.0,3.0,19.5,0.16128775296900558,1.080375651518504
366.0,1.0,-0.8999999999999986,0.16048131420416054,1.021167982708324
367.0,1.0,-0.4999999999999982,0.15967890763313974,1.1783627271652222
368.0,2.0,9.0,0.15888051309497406,0.9081220443432148
369.0,5.0,37.59999999999998,0.1580861105294992,1.055124012629191
370.0,7.0,58.099999999999994,0.1572956799768517,1.059674079771395
371.0,2.0,9.0,0.15650920157696743,1.0772908054865324
372.0,2.0,9.700000000000003,0.1557266555690826,1.0917367736498516
373.0,7.0,57.099999999999966,0.1549480222912372,1.0132383365888853
374.0,2.0,9.600000000000001,0.15417328217978102,0.9006576027188983
375.0,2.0,9.100000000000001,0.1534024157688821,1.053411106268565
376.0,6.0,46.49999999999997,0.1526354036900377,1.208140029793694
377.0,9.0,75.70000000000005,0.1518722266715875,1.2543438414357744
378.0,9.0,75.40000000000005,0.15111286553822956,1.2091233315212386
379.0,1.0,-0.7999999999999972,0.15035730121053842,1.2824235439300538
380.0,2.0,9.2,0.14960551470448571,1.1904613104733555
381.0,1.0,-0.5999999999999996,0.14885748713096328,1.2906459048390388
382.0,1.0,-0.7999999999999989,0.14811319969530845,1.479911983013153
383.0,7.0,56.80000000000001,0.1473726336968319,1.1703708976507188
384.0,2.0,9.599999999999998,0.14663577052834775,1.051639471735273
385.0,0.0,-10.4,0.14590259167570602,0.968875253200531
386.0,7.0,57.499999999999986,0.1451730787173275,1.1307545466856523
387.0,3.0,18.499999999999982,0.14444721332374086,1.1059705489560177
388.0,4.0,28.099999999999987,0.14372497725712216,1.0184728354215622
389.0,2.0,9.600000000000001,0.14300635237083656,1.0187468869345528
390.0,9.0,74.90000000000006,0.14229132060898236,1.137339047721175
391.0,4.0,27.29999999999997,0.14157986400593744,1.2307128626853228
392.0,7.0,56.39999999999998,0.14087196468590776,1.2079825834794478
393.0,3.0,18.799999999999994,0.14016760486247823,1.2412952855229378
394.0,8.0,66.9,0.13946676683816583,1.165438662469387
395.0,1.0,-0.1999999999999993,0.138769433003975,1.0447306632995605
396.0,8.0,67.9,0.13807558583895513,1.1882721722126006
397.0,7.0,56.900000000000034,0.13738520790976036,1.1992765665054321
398.0,1.0,-0.1999999999999993,0.13669828187021155,0.9974236786365509
399.0,3.0,19.0,0.13601479046086049,1.144341834953853
400.0,2.0,9.0,0.1353347165085562,1.0821782304690435
401.0,1.0,-0.4999999999999982,0.1346580429260134,1.382655416216169
402.0,0.0,-10.3,0.13398475271138335,1.1965978145599365
403.0,4.0,28.89999999999999,0.13331482894782642,1.0873402692377567
404.0,7.0,57.49999999999997,0.13264825480308728,1.1149393247835564
405.0,8.0,66.20000000000005,0.13198501352907185,1.1638550010133297
406.0,2.0,8.799999999999997,0.1313250884614265,1.1693417429924011
407.0,0.0,-10.3,0.13066846301911936,1.0944498181343079
408.0,3.0,19.4,0.13001512070402377,1.0326136708259583
409.0,3.0,18.19999999999999,0.12936504510050365,1.1133397682146593
410.0,9.0,75.6,0.12871821987500112,1.1334273991761383
411.0,10.0,85.90000000000005,0.12807462877562611,1.1896906300232961
412.0,2.0,9.099999999999994,0.12743425563174798,1.2169710050026576
413.0,7.0,57.99999999999997,0.12679708435358925,1.1487683398383004
414.0,12.0,104.50000000000013,0.1261630989318213,1.1619516707518522
415.0,2.0,9.29999999999999,0.1255322834371622,1.13117316365242
416.0,7.0,57.19999999999999,0.12490462201997637,1.1329496088955138
417.0,3.0,18.69999999999999,0.1242800989098765,1.1303788248230429
418.0,3.0,18.799999999999994,0.12365869841532712,1.1389528289437294
419.0,3.0,17.999999999999993,0.12304040492325048,1.1158532599608104
420.0,7.0,57.400000000000006,0.12242520289863423,1.1521779333843905
421.0,15.0,133.7000000000001,0.12181307688414106,1.136463406719739
422.0,10.0,86.30000000000001,0.12120401149972035,1.0673010163009167
423.0,1.0,-0.3999999999999986,0.12059799144222175,0.9834436972935995
424.0,2.0,8.600000000000005,0.11999500148501063,1.037038066807915
